Settling Time,Offset Error (%),Control,Perturbation,Set Point
305.682949259114,2.7427803326448714,PID,38,SP2
960.0,19.616737891615678,P,39,SP1
883.1682242990654,13.689279028205084,PI,39,SP1
819.24,12.320685461518016,PID,39,SP1
960.0,23.188141644978412,P,39,SP2
775.1869158878504,14.543891020265164,PI,39,SP2
284.4392523364486,9.18882488344332,PID,39,SP2
295.5607476635514,11.96969359784764,P,40,SP1
195.91925044102868,2.726809130533977,PI,40,SP1
225.86440193342236,2.8723715717867977,PID,40,SP1
653.3177570093458,18.752791859282695,P,40,SP2
262.92276957049927,7.985497191689479,PI,40,SP2
298.85639195696797,4.053063669648168,PID,40,SP2
487.8785046728972,18.62358280524158,P,41,SP1
186.8947869302474,3.19479498072335,PI,41,SP1
217.72857311638498,4.965046046331873,PID,41,SP1
852.2710280373832,24.939961880458625,P,41,SP2
256.4136331267537,9.006654737089864,PI,41,SP2
292.1523792518075,4.370140730248471,PID,41,SP2
274.8878504672897,10.990772169297571,P,42,SP1
200.5,2.1021715129599428,PI,42,SP1
229.84,4.301751188938942,PID,42,SP1
512.4953271028037,17.214011120250053,P,42,SP2
266.42095548825876,6.925828212678602,PI,42,SP2
302.123055351363,3.9254529083060867,PID,42,SP2
271.89719626168227,10.584307577767946,P,43,SP1
203.54901761500383,2.004828431075227,PI,43,SP1
231.96002436855628,2.0182921437759025,PID,43,SP1
516.8317757009346,16.8603714523854,P,43,SP2
268.2096130426177,6.879300402407294,PI,43,SP2
304.1174763314255,3.6504663538332,PID,43,SP2
960.0,23.838540810386654,P,44,SP1
746.7570093457944,11.304248677096613,PI,44,SP1
708.3271028037383,10.699587188438219,PID,44,SP1
960.0,29.26746033109803,P,44,SP2
758.7757009345794,15.094498874958981,PI,44,SP2
272.49532710280374,9.812918777722452,PID,44,SP2
960.0,16.825117336995625,P,45,SP1
825.411214953271,11.5906812852558,PI,45,SP1
212.72213304309125,9.015780005789972,PID,45,SP1
960.0,21.563972738999095,P,45,SP2
799.05,13.68586824111662,PI,45,SP2
293.9076331488917,7.677389585122136,PID,45,SP2
156.11420247713147,6.850281464795077,P,46,SP1
222.6011021859101,1.001175401539214,PI,46,SP1
245.6573640693628,1.3111333968959118,PID,46,SP1
960.0,13.607867990614864,P,46,SP2
279.0,4.44304924963098,PI,46,SP2
314.46828606019506,2.3705197393785347,PID,46,SP2
895.6355140186915,20.638729798958455,P,47,SP1
180.41,5.475947918997927,PI,47,SP1
212.31278840249146,3.4890750383916176,PID,47,SP1
960.0,27.252862430696155,P,47,SP2
523.392523364486,12.350221391932255,PI,47,SP2
282.0314667011231,5.693054616069832,PID,47,SP2
264.5140186915888,10.138208715476479,P,48,SP1
183.81144699714469,5.296513103733073,PI,48,SP1
794.0654205607476,12.181920879413038,PID,48,SP1
742.7943925233645,16.836834759780476,P,48,SP2
515.411214953271,10.859536913175889,PI,48,SP2
294.65784191932477,5.452506716311275,PID,48,SP2
159.21,5.340885823192741,P,49,SP1
234.9169093138117,-0.21377755800328327,PI,49,SP1
254.51143126957126,1.0565507368282194,PID,49,SP1
356.23364485981307,11.063465741549587,P,49,SP2
290.44,2.6608364034646925,PI,49,SP2
323.34798915919373,2.1205073928764815,PID,49,SP2
