Settling Time,Offset Error (%),Control,Perturbation,Set Point
213.21726216078247,4.50177753673304,PID,22,SP1
752.5700934579439,22.548009410296054,P,22,SP2
254.18939370134112,9.70452082138786,PI,22,SP2
285.0373831775701,6.236291282874078,PID,22,SP2
960.0,18.301367928834004,P,23,SP1
812.2710280373832,11.897644194604466,PI,23,SP1
215.9626628305793,8.35637524918917,PID,23,SP1
960.0,22.4312852917823,P,23,SP2
730.83,12.985501334223645,PI,23,SP2
293.0141189001381,5.960777442848291,PID,23,SP2
158.57223308599512,9.066904055144994,P,24,SP1
222.94182382636532,0.7880283176194618,PI,24,SP1
244.4893008328436,1.4535280780254682,PID,24,SP1
468.77570093457945,15.875663381789398,P,24,SP2
280.4,4.511818309947325,PI,24,SP2
314.3323736134513,2.760770727691996,PID,24,SP2
463.1682242990654,19.051292236117444,P,25,SP1
187.91523357433655,3.0762759839534004,PI,25,SP1
218.01669169003762,3.140071932771835,PID,25,SP1
828.3271028037383,25.332008603143606,P,25,SP2
258.1628379980317,8.853834534589906,PI,25,SP2
293.0027212005505,4.806516082964711,PID,25,SP2
960.0,23.080856106395345,P,26,SP1
916.6822429906542,15.574582165971309,PI,26,SP1
960.0,16.933672068070212,PID,26,SP1
960.0,25.088240354716714,P,26,SP2
721.9719626168225,14.046895717260915,PI,26,SP2
273.8411214953271,8.02454635970655,PID,26,SP2
402.6448598130841,16.52919294987153,P,27,SP1
181.03678401666346,3.6987172725719324,PI,27,SP1
211.37383177570092,7.700533707697992,PID,27,SP1
879.23,23.719467523514666,P,27,SP2
259.79,9.28075328993114,PI,27,SP2
292.7092267975389,5.4074080124650985,PID,27,SP2
457.6542056074766,16.29853927991628,P,28,SP1
181.81138675815578,4.409074166643477,PI,28,SP1
214.47929626029395,2.8474019556997705,PID,28,SP1
769.21,22.66634250324723,P,28,SP2
416.0093457943925,10.690681831065,PI,28,SP2
286.38317757009344,6.036491308787772,PID,28,SP2
960.0,31.91501333661334,P,29,SP1
960.0,19.98878951903673,PI,29,SP1
960.0,17.1717876457484,PID,29,SP1
960.0,32.70791242966439,P,29,SP2
960.0,19.15938548967803,PI,29,SP2
279.58,7.008915595991034,PID,29,SP2
306.4579439252336,13.075468811910152,P,30,SP1
194.5675035657259,2.1907740545954946,PI,30,SP1
225.54856508197668,2.190873071756304,PID,30,SP1
646.3831775700935,20.310224106302606,P,30,SP2
259.13,7.446213748546132,PI,30,SP2
295.9905379437114,3.64306024616916,PID,30,SP2
669.21,17.751221955560226,P,31,SP1
186.2115236785165,4.108152389309431,PI,31,SP1
216.07624189073996,4.378739069057519,PID,31,SP1
836.3831775700935,24.55825202205872,P,31,SP2
404.5140186915888,10.135606540728668,PI,31,SP2
291.6611783339281,4.43327066595244,PID,31,SP2
960.0,26.455989535552014,P,32,SP1
958.4018691588785,15.20030772651011,PI,32,SP1
758.2523364485982,11.161357169866914,PID,32,SP1
960.0,29.372425376403484,P,32,SP2
830.07,16.03888116451485,PI,32,SP2
270.51,6.781398044502204,PID,32,SP2
154.77429543600303,9.167049975572064,P,33,SP1
203.47887992068672,1.1036286322153555,PI,33,SP1
232.36992448122535,1.7088717257028885,PID,33,SP1
454.2897196261682,15.95333257289685,P,33,SP2
265.6179310067654,5.688084114780896,PI,33,SP2
304.03738263735306,3.196140448664586,PID,33,SP2
284.7383177570093,11.392386873702973,P,34,SP1
195.85652008996541,3.187806195674272,PI,34,SP1
226.9309900386946,2.880855407280165,PID,34,SP1
634.7383177570093,18.368636380462057,P,34,SP2
262.7918345566778,8.499284222294898,PI,34,SP2
298.6377458237596,4.096757137535779,PID,34,SP2
960.0,24.286642114414317,P,35,SP1
172.59750774301938,5.727140008883052,PI,35,SP1
203.09546289353884,5.564526272155526,PID,35,SP1
960.0,32.031571729715516,P,35,SP2
737.6542056074767,14.41581967331736,PI,35,SP2
279.44,5.6752148305411305,PID,35,SP2
960.0,27.642048324303587,P,36,SP1
960.0,21.087359320271162,PI,36,SP1
960.0,18.09373089517428,PID,36,SP1
960.0,27.416242138538394,P,36,SP2
960.0,19.374307025747818,PI,36,SP2
828.1775700934579,13.629355173997263,PID,36,SP2
934.9626168224299,19.60130595128175,P,37,SP1
176.79502656032307,6.48639356921845,PI,37,SP1
208.17757009345794,7.574599242030901,PID,37,SP1
960.0,27.055820787836378,P,37,SP2
596.981308411215,12.71506425782016,PI,37,SP2
286.7858644014368,5.511297080105749,PID,37,SP2
289.26,12.331401238706391,P,38,SP1
204.84938010744168,1.2549369495818843,PI,38,SP1
231.67913472612184,1.5520449402719605,PID,38,SP1
565.4859813084112,19.903914099413473,P,38,SP2
265.685094186718,5.982162018751806,PI,38,SP2
302.6062157525176,3.001747149731637,PID,38,SP2
853.9906542056075,15.498351533872507,P,39,SP1
173.69560644349158,8.61893642802832,PI,39,SP1
796.1588785046729,13.14706793806402,PID,39,SP1
868.1028037383178,22.57057081610493,P,39,SP2
619.99,13.049360029438622,PI,39,SP2
284.1301948337954,8.315268951517016,PID,39,SP2
698.1775700934579,17.740546136853354,P,40,SP1
181.42469373351094,4.797728634002827,PI,40,SP1
212.5800401245624,6.177415709972684,PID,40,SP1
883.2429906542056,24.18245874637871,P,40,SP2
441.4485981308411,11.200584429946549,PI,40,SP2
287.05607476635515,5.317887959947551,PID,40,SP2
156.40266606480506,7.162499389024644,P,41,SP1
201.56337707302498,2.7073652289029813,PI,41,SP1
229.11,5.51366157009355,PID,41,SP1
471.0747663551402,13.472469944080546,P,41,SP2
273.98548375937366,8.092096149320229,PI,41,SP2
305.40456446446706,4.715569442031561,PID,41,SP2
368.32710280373834,15.812951989322393,P,42,SP1
182.224918117136,3.1128656188438777,PI,42,SP1
211.74766355140187,2.574670974843446,PID,42,SP1
792.6448598130842,22.98166177800366,P,42,SP2
252.6692758273397,9.314712068206688,PI,42,SP2
287.8862219552902,4.40331967310307,PID,42,SP2
674.4392523364486,14.137230880980534,P,43,SP1
179.86,5.758385562803095,PI,43,SP1
212.06976297589173,5.193262541363321,PID,43,SP1
832.3457943925233,20.839410990046492,P,43,SP2
485.41121495327104,11.502176914106455,PI,43,SP2
282.94392523364485,6.719749796141286,PID,43,SP2
960.0,18.019031289927685,P,44,SP1
180.01,7.044519747681107,PI,44,SP1
210.41,8.874881777162356,PID,44,SP1
960.0,26.298033979542808,P,44,SP2
663.5420560747664,12.054782787615247,PI,44,SP2
287.1903966651879,5.551402067218878,PID,44,SP2
252.57009345794393,10.083320378281623,P,45,SP1
203.47810533248975,1.0451545934688289,PI,45,SP1
232.22077538882672,2.181012602116418,PID,45,SP1
469.0,16.600923784775077,P,45,SP2
266.48533833484606,5.648311139596607,PI,45,SP2
304.0728691512668,3.277719349724173,PID,45,SP2
960.0,32.198548638866164,P,46,SP1
960.0,22.614731702792096,PI,46,SP1
960.0,16.81721060818508,PID,46,SP1
960.0,32.80497560406347,P,46,SP2
960.0,21.780597251900023,PI,46,SP2
848.8504672897196,13.793993989427362,PID,46,SP2
960.0,21.85674898500405,P,47,SP1
853.7663551401869,13.065120875441144,PI,47,SP1
211.4416121305476,9.583134307228999,PID,47,SP1
960.0,25.922903884736513,P,47,SP2
769.68,14.617314856240743,PI,47,SP2
284.99503917915814,5.592430716215361,PID,47,SP2
960.0,29.65419797060404,P,48,SP1
960.0,17.973449318160306,PI,48,SP1
869.19,12.82826661237888,PID,48,SP1
960.0,31.245020944125322,P,48,SP2
893.3177570093458,17.319865950886832,PI,48,SP2
270.47,7.663293675269989,PID,48,SP2
155.49283944257292,8.707248524245832,P,49,SP1
196.3159495422757,2.8581162864485803,PI,49,SP1
224.30370680288678,2.972334806607702,PID,49,SP1
650.66,16.058846207935705,P,49,SP2
268.9341092362931,8.32645172383389,PI,49,SP2
301.8378128606644,4.769916968666834,PID,49,SP2
