,G1,G2,G3,SP2_1,SP2_2,SP2_3,R1,R2,R3,SP1_1,SP1_2,SP1_3,NC,Time
52,27991.729624159016,27784.740915461047,28593.995694147085,19367.255588374723,19256.422927161835,18961.387865924087,4016.684083855849,3787.3170672036717,3649.0927939664834,13474.094949730212,13236.164186551612,13697.837527165615,150.42117930204572,530
53,28067.00835733094,27985.72962134923,28706.57465361365,19312.04354973455,19247.641360382077,19026.90185655028,4042.728529901504,3797.7768703779316,3662.524698323756,13507.416597739179,13190.120560443142,13676.950885892455,154.12186379928315,540
54,27984.270889754367,28025.92150996842,28697.38254155215,19162.427981566765,19260.484393404004,19039.296505205246,4019.3642635338747,3818.023407136838,3643.0365388152086,13393.071750456102,13178.165966033057,13676.65177406496,150.76560659599528,550
55,27943.57391242637,27985.628605700575,28728.37761447145,19124.79048996648,19190.70359433866,18846.604215456675,4032.8914082121723,3818.0327868852455,3640.687055693361,13369.389025583256,13082.599447876222,13542.83750828778,153.39578454332553,560
56,28208.008862206974,28054.393588591698,28839.452095529068,19185.947060465765,19194.713172389544,19041.925809457254,4045.246426902167,3831.8962972583654,3703.54223893367,13330.502149510388,13135.375946220765,13684.816893801852,156.83962264150944,570
57,28182.09498537116,28003.306946300672,28743.957572596068,19227.52692626346,19150.510396536614,18974.172636144467,4022.1768408456805,3819.002655131789,3672.889275478684,13316.871806712488,13105.818242790074,13571.207853179683,157.27699530516432,580
58,27975.498079156616,27884.360955410797,28582.897436555973,19142.953340095435,19011.01733346412,18870.044298429446,4016.435360340971,3800.9824451646723,3658.634173831172,13271.071373786514,13014.847191582652,13451.194445140753,159.11730545876887,590
59,27935.93279284069,27682.39904060687,28548.183651442854,19076.872078389068,18900.043243793243,18662.25842973724,4003.7728475228478,3789.066107878452,3634.5793932230104,13141.435185185184,12907.395138070933,13302.055710244851,158.5648148148148,600
60,27647.053487577905,27669.380155448267,28256.17441382147,18777.11283024376,18804.189345749448,18596.11997724009,3990.9211085681677,3745.3326629797216,3586.9777964853206,12929.175198486868,12670.332662979723,13067.511312217195,158.3710407239819,610
61,27647.277712495103,27449.4851994852,28231.701471725653,18774.64638034709,18763.110649665272,18577.18181915566,3975.6756756756754,3746.401382932748,3605.073823823824,12933.139888354612,12605.288257186992,13030.646435909595,157.65765765765767,620
62,27867.287988808206,27680.869859130653,28382.992239145253,18874.648614768805,18768.24157887733,18615.74125134838,4001.7605403448683,3788.394914337039,3633.036122753287,12983.686400933791,12651.33786682393,13117.435907624857,157.41789354473386,630
63,27879.993814522917,27910.19216546906,28370.330522070937,18861.49176467449,18889.165431195226,18749.06572917153,4016.5578105077916,3786.2432731130007,3652.3493071676503,13061.656692843932,12655.168352151308,13118.655114145533,165.7271702367531,640
64,28136.33699362903,27975.045195893348,28849.82330240222,19114.829476370942,19073.438502991106,18899.381268133173,4043.4105613964557,3798.408856798502,3678.240737702659,13118.672508751426,12841.16723816657,13143.451567369459,164.5997745208568,650
65,28121.975622948008,27977.426403810387,28667.201623688652,19088.44633805139,19057.762099875727,18956.365277513076,4035.9711813475255,3802.821159524726,3692.0814806993667,13108.881479567634,12779.987735314195,13169.433397075672,162.73849607182942,660
