Settling Time,Offset Error (%),Control,Perturbation,Set Point
289.83,5.723496810080865,PID,23,SP2
156.97087133495697,8.947872204379596,P,24,SP1
220.4,0.7846761440286297,PI,24,SP1
239.42,1.404595089865642,PID,24,SP1
466.607476635514,15.419236593942065,P,24,SP2
278.61438616957713,4.349167507698431,PI,24,SP2
310.65,2.6550339658070534,PID,24,SP2
463.76635514018693,18.57988327161773,P,25,SP1
185.8812566376673,2.963371479083472,PI,25,SP1
214.36406079495717,3.024895367615719,PID,25,SP1
823.1682242990654,24.472710426698136,P,25,SP2
256.6816914649617,8.505874355127409,PI,25,SP2
289.73,4.612700722052592,PID,25,SP2
960.0,22.439965057108427,P,26,SP1
902.7943925233645,15.052946263927558,PI,26,SP1
947.9532710280374,16.23277534611976,PID,26,SP1
960.0,24.29655871741977,P,26,SP2
709.61,13.528122463942038,PI,26,SP2
270.16,7.731725126162256,PID,26,SP2
402.1214953271028,16.123556194056576,P,27,SP1
178.7998903665172,3.5704249316980046,PI,27,SP1
207.05607476635515,7.372099671420291,PID,27,SP1
875.0373831775701,22.940795582803126,P,27,SP2
258.2919106007891,8.91911451122107,PI,27,SP2
289.46,5.190453135529965,PID,27,SP2
456.30841121495325,15.899517102939784,P,28,SP1
179.84,4.247708992434014,PI,28,SP1
210.0,2.9418769550011112,PID,28,SP1
764.8878504672897,21.92799562746516,P,28,SP2
399.62,10.27458840370888,PI,28,SP2
283.9906542056075,5.789101884362357,PID,28,SP2
960.0,30.927292400164614,P,29,SP1
960.0,19.287849864252927,PI,29,SP1
960.0,16.552025793434243,PID,29,SP1
960.0,31.551748431597478,P,29,SP2
960.0,18.434137886490625,PI,29,SP2
276.52138092868324,6.770073167384625,PID,29,SP2
305.85981308411215,12.803423959881895,P,30,SP1
192.35109462567368,2.124150662250361,PI,30,SP1
220.32,2.103072103625321,PID,30,SP1
644.3644859813085,19.698956536151375,P,30,SP2
257.64889791300413,7.162987480078866,PI,30,SP2
292.68792022849397,3.500863729116942,PID,30,SP2
666.9065420560747,17.31360458209773,P,31,SP1
184.17110111953357,3.959323843088524,PI,31,SP1
211.72561932722786,4.204797532189889,PID,31,SP1
832.0467289719626,23.76875140645378,P,31,SP2
254.9900496355596,9.740562477108554,PI,31,SP2
288.23109993807856,4.257121190567807,PID,31,SP2
960.0,25.6978285146834,P,32,SP1
942.7943925233645,14.693688457721438,PI,32,SP1
734.1401869158879,10.79843489429841,PID,32,SP1
960.0,28.348142188388103,P,32,SP2
817.5046728971963,15.434482080062814,PI,32,SP2
268.85046728971963,6.494824967005848,PID,32,SP2
153.17906282352396,9.023348507536605,P,33,SP1
201.21124787830612,1.0807644257270292,PI,33,SP1
227.57405602517352,1.6481163233972302,PID,33,SP1
452.5700934579439,15.50395397671744,P,33,SP2
264.0262816309317,5.474875701703272,PI,33,SP2
299.94,3.0718393619444373,PID,33,SP2
283.1682242990654,11.170297934134892,P,34,SP1
193.7830615497499,3.0763280423836905,PI,34,SP1
222.2213981733799,2.7644232659765837,PID,34,SP1
629.8,17.803481600780167,P,34,SP2
261.24223440847396,8.170665345949784,PI,34,SP2
295.30501655137266,3.935052823951431,PID,34,SP2
960.0,23.61350696784159,P,35,SP1
170.62,5.698239697574844,PI,35,SP1
197.65420560747663,5.506484499702154,PID,35,SP1
960.0,30.919430690893122,P,35,SP2
724.8130841121496,13.867014238028192,PI,35,SP2
276.4480765282276,5.44698773383794,PID,35,SP2
960.0,26.787910023318073,P,36,SP1
960.0,20.339883777737487,PI,36,SP1
960.0,17.41408815995343,PID,36,SP1
960.0,26.485133994888827,P,36,SP2
960.0,18.641579179464358,PI,36,SP2
811.2242990654206,13.0780638377279,PID,36,SP2
933.018691588785,19.09808698391237,P,37,SP1
174.92410672750538,6.380557066684324,PI,37,SP1
204.66355140186917,7.154807046021887,PID,37,SP1
960.0,26.137125489885737,P,37,SP2
580.57,12.22548663903057,PI,37,SP2
282.9578552657431,5.286257515105201,PID,37,SP2
288.77570093457945,12.094713175413382,P,38,SP1
202.53568260941861,1.2263802451311476,PI,38,SP1
226.86743474140985,1.497886373905836,PID,38,SP1
563.2429906542056,19.27759273255311,P,38,SP2
264.0938533935634,5.757218001108527,PI,38,SP2
299.37,2.885646233933375,PID,38,SP2
848.8504672897196,15.109709728431037,P,39,SP1
171.81134091168317,8.401170159866163,PI,39,SP1
779.32,12.675992003105128,PID,39,SP1
862.7943925233645,21.849451764117937,P,39,SP2
604.4392523364486,12.539704019504017,PI,39,SP2
277.803738317757,7.994422047628193,PID,39,SP2
694.4392523364486,17.29670150331356,P,40,SP1
179.53,4.61392675367689,PI,40,SP1
208.64332890064225,6.142284111121427,PID,40,SP1
876.8317757009346,23.370170863284542,P,40,SP2
425.5607476635514,10.75798270593094,PI,40,SP2
284.3644859813084,5.061765180028053,PID,40,SP2
154.68796327567372,7.060504566423342,P,41,SP1
199.28,2.6357822859891944,PI,41,SP1
224.71194807821533,5.297783709704941,PID,41,SP1
466.30841121495325,13.103242547570385,P,41,SP2
272.29217490122204,7.783286135919585,PI,41,SP2
302.0962664670904,4.529684769004639,PID,41,SP2
367.95327102803736,15.441440791980288,P,42,SP1
180.18,3.0031156154885696,PI,42,SP1
207.9532710280374,2.534998495477826,PID,42,SP1
789.27,22.259667056326652,P,42,SP2
251.2523646890984,8.953486803558679,PI,42,SP2
284.9168058096569,4.212262622723775,PID,42,SP2
667.4299065420561,13.80384782737285,P,43,SP1
178.07043422483184,5.655762110421346,PI,43,SP1
207.67299832715509,5.2704365061835,PID,43,SP1
825.6355140186915,20.165483903649747,P,43,SP2
461.29906542056074,11.051668647032118,PI,43,SP2
280.84,6.450963507337545,PID,43,SP2
960.0,17.56720722312002,P,44,SP1
177.93243932112526,6.8974398588901655,PI,44,SP1
206.2037496703055,8.591159341352467,PID,44,SP1
960.0,25.429178459970007,P,44,SP2
645.3364485981308,11.598276068633485,PI,44,SP2
283.57012723220424,5.341489812602739,PID,44,SP2
153.93161879246725,9.911643752651946,P,45,SP1
201.1562832306147,1.0211534263240114,PI,45,SP1
227.51687993268294,2.100649323670116,PID,45,SP1
466.5327102803738,16.09899481309448,P,45,SP2
264.8970701999726,5.433777779756485,PI,45,SP2
300.15,3.149395673197953,PID,45,SP2
960.0,31.171571703780206,P,46,SP1
960.0,21.787669915097375,PI,46,SP1
960.0,16.008151202536908,PID,46,SP1
960.0,31.646488147685155,P,46,SP2
960.0,20.938481849225386,PI,46,SP2
832.4205607476636,13.239343027715558,PID,46,SP2
960.0,21.264828654557352,P,47,SP1
833.9906542056075,12.613315901022807,PI,47,SP1
207.58107011142303,9.307412848533463,PID,47,SP1
960.0,25.038138386401382,P,47,SP2
754.6635514018692,14.051439083048841,PI,47,SP2
281.57034448959166,5.4647159216622265,PID,47,SP2
960.0,28.734921818737757,P,48,SP1
960.0,17.317813942012922,PI,48,SP1
848.9252336448598,12.367772327580225,PID,48,SP1
960.0,30.136251569107074,P,48,SP2
880.24,16.65166097352407,PI,48,SP2
268.5514018691589,7.315962511272743,PID,48,SP2
153.80003953864983,8.556623321295788,P,49,SP1
193.9672675062824,2.804336828024761,PI,49,SP1
219.71,2.86393832585248,PID,49,SP1
647.5046728971963,15.601570834729895,P,49,SP2
267.35270605712395,8.018451056395971,PI,49,SP2
298.5754235422899,4.584680885888712,PID,49,SP2
