,G1,G2,G3,SP2_1,SP2_2,SP2_3,R1,R2,R3,SP1_1,SP1_2,SP1_3,NC,Time
11,8691.675231243576,7724.85495474588,8374.678359502179,6682.093349710474,7225.836721926806,6631.735171303516,1547.0323741007192,1579.7553040370249,1444.59526718248,6104.802644370989,7257.296601742995,7013.636851712659,165.46762589928056,120
12,9647.05882352941,8762.580696900435,9285.847672402293,8655.871811090026,8391.709195093563,7441.530327629988,1641.8300653594767,1658.4677263410292,1558.9810221277264,7709.497983590598,7948.583877995642,7754.203290511606,169.93464052287578,130
13,10501.362307283362,9641.431477243836,10222.953216374268,10332.615793061384,9455.315179564452,8560.528066673669,1732.1637426900584,1726.2600946811474,1607.3115051443224,8479.203216374268,8602.920103791486,8664.4089125768,152.04678362573097,140
14,11502.238883682183,10640.236506973923,11208.193163320673,11208.650829224563,9938.949742268042,9323.982637004883,1751.2357011721506,1735.2433469192038,1615.4543718976706,9245.440126883426,9061.942060703796,9237.87392259591,139.17525773195877,150
15,12312.409183376923,11486.011989723094,12017.194157029822,12003.320683111953,10613.95839614109,9955.079891468195,1801.295610787943,1755.7414044869242,1638.6025967072683,9707.506203473946,9585.967741935485,9611.352357320098,129.0322580645161,160
16,12995.019024558975,12220.406779661016,12692.137872097992,12637.740112994348,11210.398340842452,10441.812637401603,1826.383965972804,1792.9782082324455,1635.9423601853614,10065.261480515717,10242.911452558212,9950.243689532259,135.59322033898306,170
17,13653.574504737295,12908.45665961945,13491.323792486584,13202.705268153773,11844.85566917021,11170.542635658916,1865.1964715316758,1803.1275060144344,1667.3148662592266,10800.093023255815,10348.886272200964,10346.196608913186,127.90697674418604,180
18,14347.518820095253,13605.23154788977,14225.90130717339,13690.153472918093,12215.54770318021,11544.083125355208,1888.185395324988,1825.0939126751457,1677.8999258386773,11044.885190673403,10566.575958192869,10569.618961360358,130.74204946996466,190
19,15039.182351750656,14279.30014538527,14923.99596795586,13957.18681810552,12637.646179313291,11975.46271813855,1933.76098835828,1858.0395570385415,1726.1461517088078,11294.530108748579,10691.4093726467,10709.814352404734,121.31147540983606,200
20,15635.584415584413,14977.840909090906,15617.408123791101,14250.08576329331,13005.257393209198,12599.453999453997,1962.158167036216,1891.9053549190537,1753.3638775018085,11701.387708864344,10596.199941537561,10841.76752040529,127.27272727272727,210
